year,article_title,issue,journal_page,archive_image_url,archive_image_page,section,source_contents_page,needs_review
1995,"Адигамов Э. Доработка октан-корректора. Радио. 1994, № 10. с. 30,31 +",2,59,https://archive.radio.ru/web/img/1995/b.1995-02.059.jpg,59,ЛИЧНАЯ РАДИОСВЯЗЬ,b.1995-12.060,
1995,"Антенные решетки, Способы формирования и согласования. А, Три ФОНОВ иена унищьнния $ Автоматическое переключение ТВ антенн, Л",3,3,https://archive.radio.ru/web/img/1995/b.1995-03.003.jpg,3,ВИДЕОТЕХНИКА,b.1995-12.060,
1995,Усовершенствование счетчика расхода ленты. Л. Гаврилов 3 Магнитные головки для кассетных магнитофонов. Н. Сухов 5 САДП в магнитофоне “Яуза МП-221-1С*. А. Иванов 5 Подавление надтональных помех в,3,3,https://archive.radio.ru/web/img/1995/b.1995-03.003.jpg,3,ЭЛЕКТРОНИКА В БЫТУ,b.1995-12.061,
1995,Установка СДУ на ИК лучах в телевизоры УСЦТ. В. Милкин 4 Приемник звукового сопровождения телевидения,3,4,https://archive.radio.ru/web/img/1995/b.1995-03.004.jpg,4,ВИДЕОТЕХНИКА,b.1995-12.060,
1995,Микропроцессор LEO лес Tia eee oes Память компьютера. Зр-компьютер „чение,3,5,https://archive.radio.ru/web/img/1995/b.1995-03.005.jpg,5,ЛИЧНАЯ РАДИОСВЯЗЬ,b.1995-12.060,ocr_filler
1995,"Ответы на вопросы по статьям, опубликованным а журнале в прошлые годы Цыгикало Г. Высокоточный термостабилизатор. Радио, 1993, №4, с. 35",3,7,https://archive.radio.ru/web/img/1995/b.1995-03.007.jpg,7,ЭЛЕКТРОНИКА В БЫТУ,b.1995-12.060,
1995,Генераторы и формирователи импульсов ма микросхемах КМОП. ©. Биркюжов шшелиииииииниииииищинание 7 Расчет термочувствительного моста. Ф. Ткачев 9 Детехтореибрация (ЗР),3,8,https://archive.radio.ru/web/img/1995/b.1995-03.008.jpg,8,РАДИОЛЮБИТЕЛЮ-КОНСТРУКТОРУ,b.1995-12.059,
1995,"Задержка открывания кинескопа и ступенчатый прогрев. Устранение рокота в телевизоре ""Юность 321309"". Модернизация прибора для измерения тока лучей и восстановления кинескопов. В. Банныков",3,8,https://archive.radio.ru/web/img/1995/b.1995-03.008.jpg,8,ВИДЕОТЕХНИКА,b.1995-12.060,
1995,"Ответы на вопросы по статьям, опубликованным в журнале в прошлые годы Карасев Г. Усовершенствованный блок зажигания. Радио. 1994, № 8, с. 36",3,8,https://archive.radio.ru/web/img/1995/b.1995-03.008.jpg,8,ЭЛЕКТРОНИКА ЗА РУЛЕМ,b.1995-12.060,
1995,"Регулятор освещенности панели приборов. А. Банников, А. Манойло линии линии",3,8,https://archive.radio.ru/web/img/1995/b.1995-03.008.jpg,8,ЭЛЕКТРОНИКА ЗА РУЛЕМ,b.1995-12.060,
1995,"Таймер-часы “Эффект-4*. В, Банников",3,8,https://archive.radio.ru/web/img/1995/b.1995-03.008.jpg,8,ЭЛЕКТРОНИКА В БЫТУ,b.1995-12.060,
1995,Простой индикатор уровня записи (3Р) ль,3,9,https://archive.radio.ru/web/img/1995/b.1995-03.009.jpg,9,ЭЛЕКТРОНИКА В БЫТУ,b.1995-12.061,
1995,Узел аключения реле. В. CHINO „ен,3,9,https://archive.radio.ru/web/img/1995/b.1995-03.009.jpg,9,РАДИОЛЮБИТЕЛЮ-КОНСТРУКТОРУ,b.1995-12.059,
1995,Цифровой регулятор громкости с распределенной коррекцией. А. Хныков „олени люнииивинииининевинивне,3,16,https://archive.radio.ru/web/img/1995/b.1995-03.016.jpg,16,ЗВУКОТЕХНИКА,b.1995-12.061,
1995,Усовершенствование ONY G02. С. Боянов ишак,3,18,https://archive.radio.ru/web/img/1995/b.1995-03.018.jpg,18,ЗВУКОТЕХНИКА,b.1995-12.061,
1995,"Ответы на вопросы по статьям, опубликованным в журнале в прошлые годы Корсаков Ю. Блок увеличения числа переключаемых программ, Радио, 1994, №5. с",3,62,https://archive.radio.ru/web/img/1995/b.1995-03.062.jpg,62,ЭЛЕКТРОНИКА В БЫТУ,b.1995-12.061,
1995,"Севастьянов И, Радиомикрофон. PROMO Эа саб",3,62,https://archive.radio.ru/web/img/1995/b.1995-03.062.jpg,62,РАДИОПРИЕМ,b.1995-12.061,
1995,"Ответы на вопросы па статьям, опубликованным в журнале в прошлые годы Соколов А., Строганов А, Модифицированный мультивибратор. Радио, 1994, № 8, с",4,2,https://archive.radio.ru/web/img/1995/b.1995-04.002.jpg,2,РАДИОЛЮБИТЕЛЮ-КОНСТРУКТОРУ,b.1995-12.059,
1995,"Баранов В. Кодовый замок с однокнопочным управлением. Радио, 1991. № 12, с. 24-27 ншшилььниньа я",4,3,https://archive.radio.ru/web/img/1995/b.1995-04.003.jpg,3,ЭЛЕКТРОНИКА В БЫТУ,b.1995-12.060,
1995,КВЧ-терапия. О. Бецкий „чении Й,4,3,https://archive.radio.ru/web/img/1995/b.1995-04.003.jpg,3,И СВЕРШЕНИЯ ТЕХНИКА НАШИХ ДНЕЙ,b.1995-12.059,
1995,Мультиметр со стрелочным индикатором. М. Дорофеев 3 Пробник для проверки АМ приемников. А. Вязовов,4,3,https://archive.radio.ru/web/img/1995/b.1995-04.003.jpg,3,ИЗМЕРЕНИЯ,b.1995-12.061,
1995,"Вовченко В. Пульт и дешифратор СДУ на ИК лучах. Радио, 1992, № 11, с. 33-35; № 12, с. 20-23; 1993, № 1, Войцеховский Д., Пескин А, Телевизор-видесмонитор. Радио, 1992, № 4, с. 20-25",4,5,https://archive.radio.ru/web/img/1995/b.1995-04.005.jpg,5,ЭЛЕКТРОНИКА В БЫТУ,b.1995-12.061,
1995,"Пронин В. Боскварцевая приставка к ГИС. о Радио: 1991, №125С:42-84 1. нае",4,5,https://archive.radio.ru/web/img/1995/b.1995-04.005.jpg,5,ЭЛЕКТРОНИКА В БЫТУ,b.1995-12.061,
1995,Шокшинский Г. Корректор черно-белых пероходов. РАДИО ОЗ О С еее,4,5,https://archive.radio.ru/web/img/1995/b.1995-04.005.jpg,5,ЭЛЕКТРОНИКА В БЫТУ,b.1995-12.061,
1995,Индикатор перегрузки громкогопорителей. Д,4,18,https://archive.radio.ru/web/img/1995/b.1995-04.018.jpg,18,ЗВУКОТЕХНИКА,b.1995-12.061,
1995,Конвертер к радиовещательному приемнику,4,19,https://archive.radio.ru/web/img/1995/b.1995-04.019.jpg,19,РАДИОПРИЕМ,b.1995-12.061,
1995,Сверхмаломощный стереопередатчик. С,4,20,https://archive.radio.ru/web/img/1995/b.1995-04.020.jpg,20,РАДИОПРИЕМ,b.1995-12.061,
1995,Фильтр для перезаписи с компакт-диска. И,4,31,https://archive.radio.ru/web/img/1995/b.1995-04.031.jpg,31,ЗВУКОТЕХНИКА,b.1995-12.061,
1995,"Доработка автомагнитолы ""ЭЗола-320-стерео”. Ю",4,41,https://archive.radio.ru/web/img/1995/b.1995-04.041.jpg,41,РАДИОПРИЕМ,b.1995-12.061,
1995,Неисправности телевизоров “Горизонт 51 CTV,4,41,https://archive.radio.ru/web/img/1995/b.1995-04.041.jpg,41,ВИДЕОТЕХНИКА,b.1995-12.060,
1995,"Доработка приемника ""Россия-203"". В. Миронов",4,50,https://archive.radio.ru/web/img/1995/b.1995-04.050.jpg,50,РАДИОПРИЕМ,b.1995-12.061,
1995,"Контроллер прерываний: программное обеспечение. Радио, 1994, № 10, с. 14-16 „зшемьнаноиноииоиаинионелиюннияя",4,61,https://archive.radio.ru/web/img/1995/b.1995-04.061.jpg,61,ВИДЕОТЕХНИКА,b.1995-12.060,
1995,"сокращений. Радио, 1934, № 4, с. 30-33; № 5, с",4,61,https://archive.radio.ru/web/img/1995/b.1995-04.061.jpg,61,ЛИЧНАЯ РАДИОСВЯЗЬ,b.1995-12.060,
1995,"Виноградов Ю. Радиационный “сторож” в радио- приемнике. Радио, 1994, № 10.С.25 „ли илитньанининьния",4,62,https://archive.radio.ru/web/img/1995/b.1995-04.062.jpg,62,ЛИЧНАЯ РАДИОСВЯЗЬ,b.1995-12.060,
1995,Радио: 1993; Nal OC: 19-23 : 5% 1 зело,5,9,https://archive.radio.ru/web/img/1995/b.1995-05.009.jpg,9,ВИДЕОТЕХНИКА,b.1995-12.060,latin_noise
1995,Что можно принимать в Москае на небольшую антенну. WAT ESO BOR ое о ИИ Л тн Программы для расчета наведения спутниковых антенн,5,12,https://archive.radio.ru/web/img/1995/b.1995-05.012.jpg,12,СПУТНИКОВОЕ ТЕЛЕВИДЕНИЕ,b.1995-12.061,
1995,"Стереофонический ЧМ тюнер. Б, Семенов линии",5,21,https://archive.radio.ru/web/img/1995/b.1995-05.021.jpg,21,РАДИОПРИЕМ,b.1995-12.061,
1995,г,6,1,https://archive.radio.ru/web/img/1995/b.1995-06.001.jpg,1,ВИДЕОТЕХНИКА,b.1995-12.060,short
1995,"Ответы на вопросы по статьям, опубликованным в журнале в прошлые годы Герасимов Н. Двухдиапазонный УКВ приемник. РАДИО 1 BOS TING ВОВЕ",6,2,https://archive.radio.ru/web/img/1995/b.1995-06.002.jpg,2,РАДИОПРИЕМ,b.1995-12.061,
1995,Радиоканал,6,2,https://archive.radio.ru/web/img/1995/b.1995-06.002.jpg,2,ЭЛЕКТРОНИКА В БЫТУ,b.1995-12.061,
1995,Светорегулятор с плавным включением освещения. ЛИТ неее уние,6,2,https://archive.radio.ru/web/img/1995/b.1995-06.002.jpg,2,ЭЛЕКТРОНИКА В БЫТУ,b.1995-12.060,
1995,Нечаев И. Рогулируем яркость светильника. Радио 992 сарае: на,6,3,https://archive.radio.ru/web/img/1995/b.1995-06.003.jpg,3,ЛИЧНАЯ РАДИОСВЯЗЬ,b.1995-12.060,
1995,Нечаев И. Стабилизатор тока накала кинескопа. Радио Ча: NO 1 ON On ЗВОН орел Зерозаьооеоозан,6,3,https://archive.radio.ru/web/img/1995/b.1995-06.003.jpg,3,ЭЛЕКТРОНИКА В БЫТУ,b.1995-12.061,
1995,Радио т994 А Gi СО ix. cx,6,3,https://archive.radio.ru/web/img/1995/b.1995-06.003.jpg,3,ВИДЕОТЕХНИКА,b.1995-12.060,
1995,"Вступая в год 1995-8 (На вопросы ""Радио"" отвечает министр связи РФ В, Б. Булгак) лил лелеилиииниоииния E 4 На пути к техническому зрению. Я. Федотов",6,4,https://archive.radio.ru/web/img/1995/b.1995-06.004.jpg,4,И СВЕРШЕНИЯ ТЕХНИКА НАШИХ ДНЕЙ,b.1995-12.059,
1995,Источник резервного питания для АОН,6,6,https://archive.radio.ru/web/img/1995/b.1995-06.006.jpg,6,ЛИЧНАЯ РАДИОСВЯЗЬ,b.1995-12.060,
1995,"“МР модем"". Л, Радченко, С. Феклистов еииьиииньниньв, 8 Ввод двубайтных параметров с клавиатуры. Д",6,9,https://archive.radio.ru/web/img/1995/b.1995-06.009.jpg,9,ЛИЧНАЯ РАДИОСВЯЗЬ,b.1995-12.060,
1995,"УМЗЧ с питанием от низковольтного источника, ИоВИНОКУРеИ 5 еее",6,15,https://archive.radio.ru/web/img/1995/b.1995-06.015.jpg,15,ЗВУКОТЕХНИКА,b.1995-12.061,
1995,"Шамсрахманов М. Сопряжение джойстика с “Радио-ВВРК”. Радио. 1992. № 12, с",6,45,https://archive.radio.ru/web/img/1995/b.1995-06.045.jpg,45,ВИДЕОТЕХНИКА,b.1995-12.060,
1995,"Суетин В. Видеотест. Радио, 1994, № 9, с. 4",7,10,https://archive.radio.ru/web/img/1995/b.1995-07.010.jpg,10,ЭЛЕКТРОНИКА В БЫТУ,b.1995-12.061,
1995,Экономичный приемник прямого усиления. И. Нечаев,7,16,https://archive.radio.ru/web/img/1995/b.1995-07.016.jpg,16,РАДИОПРИЕМ,b.1995-12.061,
1995,Радиомикрофон с рамочной антенной. В,7,17,https://archive.radio.ru/web/img/1995/b.1995-07.017.jpg,17,РАДИОПРИЕМ,b.1995-12.061,
1995,"Ремонт оголовья стереотелефонов ""Н-23С-1"". А",7,17,https://archive.radio.ru/web/img/1995/b.1995-07.017.jpg,17,ЗВУКОТЕХНИКА,b.1995-12.061,
1995,Мини-предусилитель (BP) илилииилинииииилиилиииитиниилиявннния,7,40,https://archive.radio.ru/web/img/1995/b.1995-07.040.jpg,40,ЭЛЕКТРОНИКА В БЫТУ,b.1995-12.061,
1995,BSE OOD анны ой Ремонти замена микросхомы К278УИ2,8,2,https://archive.radio.ru/web/img/1995/b.1995-08.002.jpg,2,ВИДЕОТЕХНИКА,b.1995-12.060,
1995,"Е. Карнаухов, А. Михайлов, А. СОКОЛОВ ельелньниьи",8,4,https://archive.radio.ru/web/img/1995/b.1995-08.004.jpg,4,И СВЕРШЕНИЯ ТЕХНИКА НАШИХ ДНЕЙ,b.1995-12.059,
1995,Власов Ю. Программатор ПЗУ для “Радио,8,6,https://archive.radio.ru/web/img/1995/b.1995-08.006.jpg,6,ВИДЕОТЕХНИКА,b.1995-12.060,
1995,"Ответы на вопросы по статьям, mal Pate po ry в журнале в прошлыв годы Седов E., Матвеев А. “Радио",8,6,https://archive.radio.ru/web/img/1995/b.1995-08.006.jpg,6,ВИДЕОТЕХНИКА,b.1995-12.060,
1995,Формат представления чисел в форме с плавающей запятой. Описание подпрограмм пакета еилиилилилининаниюнииливиньниие 4 “Радио,8,6,https://archive.radio.ru/web/img/1995/b.1995-08.006.jpg,6,ЛИЧНАЯ РАДИОСВЯЗЬ,b.1995-12.060,
1995,И снова З5АС Р. КунафИН,8,19,https://archive.radio.ru/web/img/1995/b.1995-08.019.jpg,19,ЗВУКОТЕХНИКА,b.1995-12.061,
1995,Система стереофонического радиовещания с расширенной зоной обслуживания. H. Романова линь ллининниь,8,20,https://archive.radio.ru/web/img/1995/b.1995-08.020.jpg,20,РАДИОПРИЕМ,b.1995-12.061,
1995,“Ленинград-006-С” стерворадиокомплекс. В. Чайка,8,22,https://archive.radio.ru/web/img/1995/b.1995-08.022.jpg,22,РАДИОПРИЕМ,b.1995-12.061,
1995,Нечаев И. Переключение каналов в блоке,8,45,https://archive.radio.ru/web/img/1995/b.1995-08.045.jpg,45,ЭЛЕКТРОНИКА В БЫТУ,b.1995-12.061,
1995,"Сальников И. Подключение СДУ на ИК лучах к телевизорам. Радио. 1992, № 1,6. 44-46 иииьеииннниьь",8,62,https://archive.radio.ru/web/img/1995/b.1995-08.062.jpg,62,ЭЛЕКТРОНИКА В БЫТУ,b.1995-12.061,
1995,Гаврилов Л. Фотоприемник для СДУ телевизора. РАДИО НТУЭЗНА: 4 СВ ле лидь я,8,63,https://archive.radio.ru/web/img/1995/b.1995-08.063.jpg,63,ЭЛЕКТРОНИКА В БЫТУ,b.1995-12.061,
1995,"Кассетные плейеры и их ремонт. А. Меркулов , л",9,3,https://archive.radio.ru/web/img/1995/b.1995-09.003.jpg,3,ЭЛЕКТРОНИКА В БЫТУ,b.1995-12.061,
1995,"систем (заметки с 7-Я международной выставки ""Съязь- Зкспокомы",9,5,https://archive.radio.ru/web/img/1995/b.1995-09.005.jpg,5,И СВЕРШЕНИЯ ТЕХНИКА НАШИХ ДНЕЙ,b.1995-12.059,
1995,Достигла ли космических высот отечественная спутниковая связь? А. Гриф +,9,8,https://archive.radio.ru/web/img/1995/b.1995-09.008.jpg,8,И СВЕРШЕНИЯ ТЕХНИКА НАШИХ ДНЕЙ,b.1995-12.059,
1995,Кассетные магнитофоны. Е. Карнаухов зи иеиеииьниьиние 4 Проигрыватели компакт-дисков „линии нии олииинининиинининине 9 Аудиокассеты Е КарИВуков: л.н,9,8,https://archive.radio.ru/web/img/1995/b.1995-09.008.jpg,8,СОВЕТЫ ПОКУПАТЕЛЯМ,b.1995-12.059,
1995,"СМОТРИМ, СЛУШАЕМ TB-6: имидж и техника. А. Соколов, С. Неретина, EXQIGTHMKOBGS. ма ее 4 ""Эхо Москвы"": пять летв зфире ел иееиеинниньтинлинианинне",9,16,https://archive.radio.ru/web/img/1995/b.1995-09.016.jpg,16,И СВЕРШЕНИЯ ТЕХНИКА НАШИХ ДНЕЙ,b.1995-12.059,
1995,Тракт PY для приемников. В. Михайлов иена»,9,21,https://archive.radio.ru/web/img/1995/b.1995-09.021.jpg,21,РАДИОПРИЕМ,b.1995-12.061,
1995,Путь ученого. (К 60-летию академика Ю. В. Гуляева). ООН 6 Ре,9,25,https://archive.radio.ru/web/img/1995/b.1995-09.025.jpg,25,И СВЕРШЕНИЯ ТЕХНИКА НАШИХ ДНЕЙ,b.1995-12.059,
1995,"Радиомикрофон с кварцевой стабилизацией частоты передатчика. А. Абрамов } лье аишиииньлинитьиаиионианни D 2? УКВ конвертер. А, КармызО8",9,28,https://archive.radio.ru/web/img/1995/b.1995-09.028.jpg,28,РАДИОПРИЕМ,b.1995-12.061,
1995,Трансформаторы “Сокола” в “Селге”. Н,9,29,https://archive.radio.ru/web/img/1995/b.1995-09.029.jpg,29,РАДИОПРИЕМ,b.1995-12.061,
1995,"`СЕМ'95"". Е. Карнаухов, А. Михайлов еее",9,30,https://archive.radio.ru/web/img/1995/b.1995-09.030.jpg,30,И СВЕРШЕНИЯ ТЕХНИКА НАШИХ ДНЕЙ,b.1995-12.059,
1995,На орбито “Жар-птица”. Ф. Самойлов -лььньиньильниньнн,9,58,https://archive.radio.ru/web/img/1995/b.1995-09.058.jpg,58,И СВЕРШЕНИЯ ТЕХНИКА НАШИХ ДНЕЙ,b.1995-12.059,
1995,Современная радиолокация. Ю.Кузнецов,10,5,https://archive.radio.ru/web/img/1995/b.1995-10.005.jpg,5,И СВЕРШЕНИЯ ТЕХНИКА НАШИХ ДНЕЙ,b.1995-12.059,
1995,"Акустичаская система “VERNA 50-04"". A",10,12,https://archive.radio.ru/web/img/1995/b.1995-10.012.jpg,12,ЗВУКОТЕХНИКА,b.1995-12.061,
1995,УМЗЧ с плавающим питанием ОУ. А. Хныков лень ии,10,14,https://archive.radio.ru/web/img/1995/b.1995-10.014.jpg,14,ЭЛЕКТРОНИКА В БЫТУ,b.1995-12.061,
1995,Обзор наших публикаций. Радиоприемники лилии»,10,21,https://archive.radio.ru/web/img/1995/b.1995-10.021.jpg,21,РАДИОПРИЕМ,b.1995-12.061,
1995,Дисплеи: безопасность. Защита пользователя. И. Литсак,11,5,https://archive.radio.ru/web/img/1995/b.1995-11.005.jpg,5,И СВЕРШЕНИЯ ТЕХНИКА НАШИХ ДНЕЙ,b.1995-12.059,
1995,"Козявин А. Автоматический выключатель по излучению строчной разпертки. Радио, 1992, № 7",11,47,https://archive.radio.ru/web/img/1995/b.1995-11.047.jpg,47,ЭЛЕКТРОНИКА В БЫТУ,b.1995-12.061,
1995,Интегральный стабилизатор в СДП. М. Наумов 10 Доработка плейера. Л.Винокуров енеьлиининьик» ФО ты магнитофона-пристаеки “Вега,12,2,https://archive.radio.ru/web/img/1995/b.1995-12.002.jpg,2,ЭЛЕКТРОНИКА В БЫТУ,b.1995-12.061,
